word,complexity_level
өткінші,B1
палаталы,B1
пенделік,B1
планшет,B1
революциялық,B2
рептилий,B1
рефлекс,B1
романтизм,B1
рыцарь,A2
сайлауалды,B2
самбо,A2
санитарлық-эпидемиологиялық,C1
саятшылық,B1
сегізаяқ,B1
суалу,A2
сыбыс,A2
сырлас-мұңдас,C1
таушық,A2
тез-тез,B1
террористік,B2
тоба,A2
тозық,A2
торғын,A2
төртбұрыш,B1
тұтынушылық,B2
тыныштану,B1
тістеу,A2
үсті-үстіне,B2
фермерлік,B1
шаңқ,A2
шап,A1
шапақ,A2
шеттету,B1
шонжар,A2
шүйіру,A2
ықтыру,A2
ылпылдау,B1
ымыралас,B1
ізбасар,B1
ізгілендіру,B2
ілтипат-құрмет,C1
іркілдеу,B1
ірілі-ұсақ,B2
іскери,A2
экс-банкир,B2
эксплицитті,B2
энеолит,B1
автомат-зауыт,C1
агроқұрылым,B2
айналыс,B1
айыл,A2
актуарий,B1
акустикалық,B2
акцептор,B1
ақиық,A2
алабұға,B1
алақ-жұлақ,B2
алаңсыз,B1
аласару,B1
алқалы,A2
аналитика,B1
астрономия,B2
ауыс-түйіс,B2
ауытқушылық,B2
аша,A1
әйбат,A2
әлдеқалай,B1
әспеттеу,B1
әуезді,A2
байтал,A2
бақуат,A2
бақылану,B1
барында,B1
белгі-код,B1
белдену,B1
бесенеден,B1
бизнес-тренинг,C1
бутан,A2
бұйымтай,B1
бұлдыр,A2
ветеринарлық,B2
гальваникалық,C1
гетерогенді,B2
гидроксил,B1
гомологтар,B2
гулеу,A2
дарабоз,B1
деңгейлес,B1
дефляция,B1
диапазон,B1
доңыз,A2
дың,A1
еңбекшіл,B1
ерінбей-жалықпай,C1
ессіз,A2
жағаласу,B1
жайнамаз,B1
жайылымдық,B2
жалпыадамзаттық,C1
жамау,A2
жандайшап,B1
жан-тәнімен,B2
жападан-жалғыз,C1
жарқ-жұрқ,B1
жерсіз,A2
жиын-той,B1
жүзілік,B1
жыбыр,A2
жым болу,B1
завод,A2
зақымдау,B1
залымдық,B1
имитатив,B1
индивид,B1
келеке,A2
кермектілік,B2
керней,A2
кескіндеме,B2
конвейер,B1
консенсус,B1
консерватор,B2
күндегі,B1
күрт,A2
кірпікшелі,B2
кірігу,A2
кісендеу,B1
қажетсіз,B1
қайталанбас,B2
қақпақ,A2
қалқалау,B1
қансырау,B1
қат-қабат,B1
қимас,A2
қинату,A2
қопарылыс,B1
қопсыту,B1
қорғалау,B1
құжынау,B1
қыдырту,B1
қызыр,A2
қымсыну,B1
қырғиқабақ,B2
қырқыс,A2
лепті,A2
магмалық,B1
мал-жан,B1
маркер,A2
менмен,A2
мең-зең,B1
микроэкономика,C1
нәсіп,A2
некен-саяқ,B2
ноғайлы,B1
нотариус,B1
нуклеин,B1
орынтақ,B1
отаршы,A2
оттай,A2
өрлік,A2
пайымдау,B1
періштедей,B2
пешене,A2
пластинка,B1
прогресшіл,B2
пропорция,B1
пырақ,A2
реалий,A2
сақал-мұрт,B2
салем,A2
саналылық,B1
сауын,A2
сауыншы,B1
саяси-құқықтық,C1
сорлау,A2
спикер,A2
сталиндік,B1
сүзеген,B1
сыған,A2
сырыл,A2
тақылдау,B1
тәйтіктік,B1
телевизия,B1
теле-радио,B2
теорема,B1
терминтаным,B2
терраса,B1
терістік,B1
тиын-тебен,B2
той-думан,B1
той-томалақ,B2
тоқпақ,A2
тораңғы,B1
тотем,A2
тұйықтау,B1
тұстас,A2
түйреуіш,B1
түр-түрі,B1
түрік,A2
тығындау,B1
тыңшылық,B1
тырналау,B1
уатсап,A2
ұйыстыру,B1
ұшыну,A2
үдеру,A2
үнемді,A2
циклон,A2
шабыттану,B1
шақтау,A2
шалым,A2
шамшырақ,B1
шанақ,A2
шапқыншы,B1
шарттылық,B1
шәкіртақы,B1
шерік,A2
шүйлігу,B1
шықты,A2
шырпы,A2
ықылықтау,B1
ырғалту,B1
ырысты,A2
ысылдау,B1
іздестіру-құтқаруу,C1
іріту,A2
экваторлық,B2
экзамен,B1
абалау,A2
ағартушы-демократ,C1
азан-қазан,B2
айбатты,B1
айсберг,B1
акварель,B1
аксиома,B1
ақтаңдақ,B1
амал-тәсіл,B2
анатомия,B1
анықтату,B1
апалы-сіңлілі,C1
арбитраж,B1
арс,A1
аттракцион,B2
аутэкология,B2
ауылнай,B1
аш-жалаңаш,B2
аэропорт,B1
әдеттегідей,B2
әлімжеттік,B2
әнші-сазгер,B2
әрне,A2
барабаншы,B1
бейкүнә,B1
бетбұрыс,B1
биіктету,B1
биязы,A2
болымсыздық,B2
бөлектеу,B1
бұйда,A2
бұлғар,A2
бүтіндік,B1
былжыр,A2
бір-бірден,B2
ғайбат,A2
ғылыми-тәжірибелік,C1
дәмелену,B1
дәрменсіздік,B2
дипольді,B1
долдану,B1
дубляж,A2
ды,A1
екілену,B1
елтірі,A2
ереуілші,B1
есептеліну,B2
есер,A2
есілу,A2
жалшылық,B1
жанғыш,A2
жаңбырлы,B1
жарастық,B1
жарылғыш,B1
жатталу,B1
желдей,A2
жент,A2
жер-көк,B1
жиылыс,A2
жоға,A2
жоралғы,B1
жоспарлау,B1
жөңкілу,B1
жөргек,A2
жұлдыздай,B1
жүрдек,A2
жырық,A2
зарлы,A2
заттану,B1
зауал,A2
иерархиялық,B2
имек,A2
индукция,B1
интеллигент,B2
кедергісіз,B2
кезбе,A2
кемсеңдеу,B1
керамика,B1
кескін-келбет,C1
кеулеу,A2
кешірілу,B1
кибернетика,B2
комендант,B1
конфессияаралық,C1
күзгі,A2
күйдіргіш,B1
күндес,A2
күтуші,A2
кідіріс,B1
кінәрат,B1
қазақы,A2
қараусыз,B1
қараша,A2
қару,A2
қитұрқы,B1
қомсыну,B1
қонымсыз,B1
қор,A1
қоян-қолтық,B2
құмтас,A2
қызарақтау,B2
қызылды-жасылды,C1
қынау,A2
қыңыр,A2
лат,A1
лингвистикалық,C1
лықсу,A2
мантия,A2
мәжбүрлі,B1
метрополитен,B2
мешеу,A2
миллиардер,B2
мұт,A1
мүжілу,A2
нақтылану,B1
нала,A2
немқұрайдылық,C1
нықтау,A2
оттекті,B1
өксік,A2
өре,A1
өткен-кеткену,C1
өш,A1
пәле-жала,B1
пәленбай,B1
пленарлық,B1
пұшық,A2
сайрату,B1
сему,A2
серіппе,B1
синэкология,B2
сленг,A2
собор,A2
сора,A2
спутник,B1
суайт,A2
сусиыр,A2
сұрқия,A2
сүйсіндіру,B2
сүйіндіру,B1
тайқу,A2
тақтатас,B1
таңғаларлық,B2
тарихилық,B1
тарихшы-ғалым,C1
тармақталу,B2
тарсыл,A2
тарылту,B1
тәлімді,B1
тәурат,A2
топталу,B1
түзету-тәрбиелеуу,C1
түтету,A2
уану,A2
улану,A2
улап-шулау,B2
ұсқын,A2
ұшар,A2
үрпию,A2
физика-химиялық,C1
фотон,A2
христиандық,B2
шабандоз,B1
шаблон,A2
шартарап,B1
шерлі,A2
шимайлау,B1
шоқжұлдыз,B1
шұқшию,A2
шүбә,A2
шырайлы,B1
шірік,A2
ынтықтыру,B1
ыс,A1
із-түзсіз,B1
ілестіру,B1
іркіт,A2
іс-жоспар,B1
экс-әкім,B1
эмитент,B1
эндотермиялық,C1
этил,A2
абстрактілі,B2
аккредиттелу,B2
ақжүрек,B1
ақпараттық-коммуникациялық,C1
ақырында,B1
ақысыз,A2
алғырлық,B1
алтындай,B1
алфавитті,B1
антология,B1
арамшөп,B1
арқандау,B1
артықтық,B1
арыз-шағым,B2
астаналық,B1
аумай,A2
әжуа,A2
әзіл-қалжың,B2
әлі-ақ,A2
әне-міне,B1
әшекейлену,B2
балақан,B1
басқы,A2
бедірею,B1
бер,A1
берен,A2
беталды,B1
бетті,A2
бизнес-идея,B2
билету,A2
боқмұрын,B1
боқтық,A2
бригадир,B1
будда,A2
бұлбұлдай,B1
бұратана,B1
бүкілреспубликалық,C1
былайғы,B1
бытыраңқы,B1
ванна,A2
виски,A2
гастроль,B1
герб,A2
глюкоза,B1
ғалым-азамат,B2
ғылымдық,B1
дәнекерлеу,B2
дәру,A2
демэкология,B2
диагноз,B1
диалектизм,B2
дидактика,B1
диоксид,B1
дипломант,B1
диссертациялық,C1
дифференциациялану,C1
дөңбекшу,B1
дүмп,A2
дүркін-дүркін,C1
естілім,B1
жайпау,A2
жалаңаштау,B2
жалпылық,B1
жанар-жағармай,C1
жан-жақтылық,B2
жанышу,A2
жарыссөз,B1
жаурау,A2
жекелену,B1
жыр-дастан,B2
зақымдалу,B1
зәйтүн,A2
зор,A1
исламдық,B1
кектену,B1
конверсия,B1
корреспондент,C1
көже-қатық,B2
көзбе-көз,B1
көлегей,B1
көл-көсір,B1
көнекөз,B1
күштілік,B1
кілтипан,B1
кішірейту,B1
қалы,A2
қанталау,B1
қарақұйрық,B2
қауға,A2
қаяу,A2
қолайлылық,B2
қолайсыздық,B2
қонтайшы,B1
қоң,A1
қорамсақ,B1
құйқа,A2
құлындау,B1
құнарландыру,B2
құшырлану,B1
легионер,B1
лексикографиялық,C1
лепіру,A2
мадақ,A2
мамандандыру,B2
манап,A2
маңғаздану,B2
мау,A1
маусымдық,B1
мәшһүр,A2
мемориалдық,B2
метрология,B2
микроскоп,B1
молекулааралық,C1
монастырь,B1
мұнарту,B1
мүгедектік,B2
мүйізсіз,B1
місе,A2
нән,A1
негіздік,B1
ойбайлау,B1
ойнақ,A2
олақ,A2
о-о,A1
орхон-енисей,B2
өле-өлгенше,B2
өрен,A2
өтінішхат,B1
портер,A2
рентген,B1
реплика,B1
сазбалшық,B1
сазгерлік,B1
сай-сала,B1
санаторий,B1
сараптау-тексеруу,C1
символикалық,B2
синекдоха,B1
смайлик,B1
стехиометриялық,C1
субұрқақ,B1
сусындату,B1
сұңғыла,B1
сүзісу,A2
сырғауыл,B1
сыршыл,A2
тасқара,B1
тәжік,A2
тежемелік,B1
текесу,A2
телевизор,B1
теңбіл,A2
томсару,B1
тоңмойын,B1
төргі,A2
төрт-бес,B1
тұжырымдамалық,C1
тұздау,A2
тұмшалау,B1
тұрымтай,B1
тұспалдау,B1
тұтқыншы,B1
түйнек,A2
тыңдау,A2
ұлтан,A2
ұялту,A2
үзеңгілес,B1
үтік,A2
фенолфталеин,B2
фотосинтез,B2
хал-жағдай,B2
харам,A2
шабан,A2
шабуылшы,B1
шаршату,B1
шатырлау,B1
шошақ,A2
шошыну,A2
шөлейтті,B1
шулы,A2
шұнақ,A2
шұрқ,A2
шімірікпеу,B2
ығыр,A2
ызғыру,A2
ықыластылық,B2
ым-ишара,B1
ысырапшыл,B1
ізет-құрмет,B2
ішқұса,A2
эгоист,A2
ақсарбас,B1
алғызу,A2
альдегид,B1
антициклон,B2
аңқию,A2
апырым-ай,B1
ария,A2
аспалы,A2
ассонанс,B1
аталас,A2
аумаған,B1
әдеттену,B1
әлдебіреу,B1
әлеуметтанушы,C1
әлсін-әлсін,B2
әрекеттену,B2
бағалық,B1
байқаушы,B1
байласу,B1
бакалавриат,B2
балпаң,A2
банкомат,B1
бара-бара,B1
бәкі,A2
белшеден,B1
бетеге,A2
болжамдау,B1
бұлдырық,B1
бұртию,A2
бірыңғайландыру,C1
вице-премьер,B2
газеттік,B1
галоген,B1
гуіл,A2
дарқандық,B1
диакритика,B2
дихромат,B1
дұшпандық,B1
егжей-тегжейлі,C1
езіліп-егілу,B2
екіқабат,B1
екілік,A2
еліту,A2
етек-жең,B1
жақұт,A2
жалғаулы,B1
жаңағыдай,B1
жаппау,A2
жарқабақ,B1
жасырылу,B1
жаһандану,B1
жинақтық,B1
жоқшы,A2
жортуыл,B1
жөнелтілу,B1
жүнді,A2
жылт-жылт,B1
зайым,A2
зәбір,A2
институционализация,C1
ирелеңдеу,B1
италиялық,B1
каратэ,A2
кассалық,B1
католик,B1
квартал,B1
кездік,A2
керісу,A2
кескілеу,B1
кеуде-бел,B1
комендатура,B2
консервациялау,C1
консул,A2
континенттік,B2
контур,A2
концентрат,B2
көгорай,B1
көктену,B1
көншу,A2
көпшіл,A2
көпіру,A2
күйініш,B1
күре,A2
қазына-байлық,C1
қайла,A2
қамзол,A2
қанаушы,B1
қандықол,B1
қарақұс,B1
қасқа,A2
қателесуші,B2
қиқу,A2
қорықтық,B1
қорықша,B1
қосауыз,B1
қуырылу,B1
құба-құп,B1
қырыққабат,B2
лұғат,A2
мазмұнды,B1
мейірлену,B1
модификация,B2
монтажшы,B1
мұқалу,A2
мұрынды,B1
мыңдап,A2
неологизм,B1
онкүндік,B1
ота,A1
отаршыл,B1
өндірілу,B1
өршіту,A2
периодты,B1
погон,A2
пост,A2
прагмалингвистика,C1
прокат,A2
сабылу,A2
сағаттай,B1
салғастырмалы,C1
самырсын,B1
сан-салалы,B2
сарғалдақ,B1
сардар,A2
сарқырау,B1
селеу,A2
солқыл,A2
сопақ,A2
социалист,B1
сұраулық,B1
сұрша,A2
сұрықсыз,B1
сүзек,A2
сүйініш,B1
табындыру,B1
таңбалы,B1
тауарих,B1
